xml,xml,http://www.w3.org/XML/1998/namespace
dc,dc,http://purl.org/dc/elements/1.1/
aa,annotations,http://relaxng.org/ns/compatibility/annotations/1.0
dchrt,dml-chart,http://schemas.openxmlformats.org/drawingml/2006/chart
cdr,dml-chart-drawing,http://schemas.openxmlformats.org/drawingml/2006/chartDrawing
ddgrm,dml-diagram,http://schemas.openxmlformats.org/drawingml/2006/diagram
a,dml-main,http://schemas.openxmlformats.org/drawingml/2006/main
dpct,dml-picture,http://schemas.openxmlformats.org/drawingml/2006/picture
xdr,dml-ss,http://schemas.openxmlformats.org/drawingml/2006/spreadsheetDrawing
wp,dml-wp,http://schemas.openxmlformats.org/drawingml/2006/wordprocessingDrawing
dlc,dml-lc,http://schemas.openxmlformats.org/drawingml/2006/lockedCanvas
ds,customxml,http://schemas.openxmlformats.org/officeDocument/2006/customXml
m,math,http://schemas.openxmlformats.org/officeDocument/2006/math
r,orel,http://schemas.openxmlformats.org/officeDocument/2006/relationships
s,shared,http://schemas.openxmlformats.org/officeDocument/2006/sharedTypes
cts,characteristics,http://schemas.openxmlformats.org/officeDocument/2006/characteristics
bib,bib,http://schemas.openxmlformats.org/officeDocument/2006/bibliography
cpr,custompr,http://schemas.openxmlformats.org/officeDocument/2006/custom-properties
epr,extendedpr,http://schemas.openxmlformats.org/officeDocument/2006/extended-properties
mc,mc,http://schemas.openxmlformats.org/markup-compatibility/2006
p,pml,http://schemas.openxmlformats.org/presentationml/2006/main
sl,sl,http://schemas.openxmlformats.org/schemaLibrary/2006/main
sml,sml,http://schemas.openxmlformats.org/spreadsheetml/2006/main
w,word,http://schemas.openxmlformats.org/wordprocessingml/2006/main
math,mathml,http://www.w3.org/1998/Math/MathML
xhtml,html,http://www.w3.org/1999/xhtml
xlink,xlink,http://www.w3.org/1999/xlink
xforms,xforms,http://www.w3.org/2002/xforms
grddl,grddl,http://www.w3.org/2003/g/data-view#
anim,anim,urn:oasis:names:tc:opendocument:xmlns:animation:1.0
chart,chart,urn:oasis:names:tc:opendocument:xmlns:chart:1.0
config,config,urn:oasis:names:tc:opendocument:xmlns:config:1.0
db,db,urn:oasis:names:tc:opendocument:xmlns:database:1.0
number,number,urn:oasis:names:tc:opendocument:xmlns:datastyle:1.0
dr3d,dr3d,urn:oasis:names:tc:opendocument:xmlns:dr3d:1.0
draw,draw,urn:oasis:names:tc:opendocument:xmlns:drawing:1.0
form,form,urn:oasis:names:tc:opendocument:xmlns:form:1.0
meta,meta,urn:oasis:names:tc:opendocument:xmlns:meta:1.0
office,office,urn:oasis:names:tc:opendocument:xmlns:office:1.0
presentation,presentation,urn:oasis:names:tc:opendocument:xmlns:presentation:1.0
script,script,urn:oasis:names:tc:opendocument:xmlns:script:1.0
smil,smil,urn:oasis:names:tc:opendocument:xmlns:smil-compatible:1.0
style,style,urn:oasis:names:tc:opendocument:xmlns:style:1.0
svg,svg,urn:oasis:names:tc:opendocument:xmlns:svg-compatible:1.0
table,table,urn:oasis:names:tc:opendocument:xmlns:table:1.0
text,text,urn:oasis:names:tc:opendocument:xmlns:text:1.0
fo,fo,urn:oasis:names:tc:opendocument:xmlns:xsl-fo-compatible:1.0
x,msoffice-excel,urn:schemas-microsoft-com:office:excel
o,msoffice,urn:schemas-microsoft-com:office:office
w10,msoffice-word,urn:schemas-microsoft-com:office:word
v,vml,urn:schemas-microsoft-com:vml
rng,rng,http://relaxng.org/ns/structure/1.0
rel,rel,http://schemas.openxmlformats.org/package/2006/relationships
ct,ct,http://schemas.openxmlformats.org/package/2006/content-types
sv,sv,http://www.uxproductivity.com/schemaview
mf,mf,urn:oasis:names:tc:opendocument:xmlns:manifest:1.0
conv,conv,http://www.uxproductivity.com/uxwrite/conversion
latex,latex,http://www.uxproductivity.com/uxwrite/LaTeX
